"account","period","start_date","end_date","commodity","value"
"Net position","2012-02-11","2012-02-11","2012-02-11","USD","114658.98"
"Net position","2012-02-12","2012-02-12","2012-02-12","USD","114658.98"
"Net position","2012-02-13","2012-02-13","2012-02-13","USD","114658.98"
"Net position","2012-02-14","2012-02-14","2012-02-14","USD","114658.98"
"Net position","2012-02-15","2012-02-15","2012-02-15","USD","114592.22"
"Net position","2012-02-16","2012-02-16","2012-02-16","USD","114728.55"
"Net position","2012-02-17","2012-02-17","2012-02-17","USD","114728.55"
"Net position","2012-02-18","2012-02-18","2012-02-18","USD","114715.61"
"Net position","2012-02-19","2012-02-19","2012-02-19","USD","114715.61"
"Net position","2012-02-20","2012-02-20","2012-02-20","USD","114699.24"
"Net position","2012-02-21","2012-02-21","2012-02-21","USD","114699.24"
"Net position","2012-02-22","2012-02-22","2012-02-22","USD","114699.24"
"Net position","2012-02-23","2012-02-23","2012-02-23","USD","114619.35"
"Net position","2012-02-24","2012-02-24","2012-02-24","USD","114579.99"
"Net position","2012-02-25","2012-02-25","2012-02-25","USD","114511.88"
"Net position","2012-02-26","2012-02-26","2012-02-26","USD","114511.88"
"Net position","2012-02-27","2012-02-27","2012-02-27","USD","114478.93"
"Net position","2012-02-28","2012-02-28","2012-02-28","USD","114358.93"
"Net position","2012-02-29","2012-02-29","2012-02-29","USD","114358.93"
"Net position","2012-03-01","2012-03-01","2012-03-01","USD","114448.61"
"Net position","2012-03-02","2012-03-02","2012-03-02","USD","114448.61"
"Net position","2012-03-03","2012-03-03","2012-03-03","USD","114448.61"
"Net position","2012-03-04","2012-03-04","2012-03-04","USD","112031.00"
"Net position","2012-03-05","2012-03-05","2012-03-05","USD","111990.80"
"Net position","2012-03-06","2012-03-06","2012-03-06","USD","111990.80"
"Net position","2012-03-07","2012-03-07","2012-03-07","USD","111965.61"
"Net position","2012-03-08","2012-03-08","2012-03-08","USD","111965.61"
"Net position","2012-03-09","2012-03-09","2012-03-09","USD","111900.61"
"Net position","2012-03-10","2012-03-10","2012-03-10","USD","111900.61"
"Net position","2012-03-11","2012-03-11","2012-03-11","USD","111840.53"
"Net position","2012-03-12","2012-03-12","2012-03-12","USD","111840.53"
"Net position","2012-03-13","2012-03-13","2012-03-13","USD","111840.53"
"Net position","2012-03-14","2012-03-14","2012-03-14","USD","111808.83"
"Net position","2012-03-15","2012-03-15","2012-03-15","USD","111964.05"
"Net position","2012-03-16","2012-03-16","2012-03-16","USD","111964.05"
"Net position","2012-03-17","2012-03-17","2012-03-17","USD","111909.97"
"Net position","2012-03-18","2012-03-18","2012-03-18","USD","111877.68"
"Net position","2012-03-19","2012-03-19","2012-03-19","USD","111877.68"
"Net position","2012-03-20","2012-03-20","2012-03-20","USD","111877.68"
"Net position","2012-03-21","2012-03-21","2012-03-21","USD","111797.56"
"Net position","2012-03-22","2012-03-22","2012-03-22","USD","111777.12"
"Net position","2012-03-23","2012-03-23","2012-03-23","USD","111748.45"
"Net position","2012-03-24","2012-03-24","2012-03-24","USD","111723.02"
"Net position","2012-03-25","2012-03-25","2012-03-25","USD","111723.02"
"Net position","2012-03-26","2012-03-26","2012-03-26","USD","111723.02"
"Net position","2012-03-27","2012-03-27","2012-03-27","USD","111723.02"
"Net position","2012-03-28","2012-03-28","2012-03-28","USD","111531.82"
"Net position","2012-03-29","2012-03-29","2012-03-29","USD","111621.56"
"Net position","2012-03-30","2012-03-30","2012-03-30","USD","111603.53"
"Net position","2012-03-31","2012-03-31","2012-03-31","USD","111603.53"
"Net position","2012-04-01","2012-04-01","2012-04-01","USD","111603.53"
"Net position","2012-04-02","2012-04-02","2012-04-02","USD","111585.87"
"Net position","2012-04-03","2012-04-03","2012-04-03","USD","109185.87"
"Net position","2012-04-04","2012-04-04","2012-04-04","USD","109151.29"
"Net position","2012-04-05","2012-04-05","2012-04-05","USD","109151.29"
"Net position","2012-04-06","2012-04-06","2012-04-06","USD","109151.29"
"Net position","2012-04-07","2012-04-07","2012-04-07","USD","109151.29"
"Net position","2012-04-08","2012-04-08","2012-04-08","USD","109059.13"
"Net position","2012-04-09","2012-04-09","2012-04-09","USD","109059.13"
"Net position","2012-04-10","2012-04-10","2012-04-10","USD","109027.17"
"Net position","2012-04-11","2012-04-11","2012-04-11","USD","108923.58"
"Net position","2012-04-12","2012-04-12","2012-04-12","USD","109078.80"
"Net position","2012-04-13","2012-04-13","2012-04-13","USD","109078.80"
"Net position","2012-04-14","2012-04-14","2012-04-14","USD","109078.80"
"Net position","2012-04-15","2012-04-15","2012-04-15","USD","109078.80"
"Net position","2012-04-16","2012-04-16","2012-04-16","USD","109053.09"
"Net position","2012-04-17","2012-04-17","2012-04-17","USD","109053.09"
"Net position","2012-04-18","2012-04-18","2012-04-18","USD","109053.09"
"Net position","2012-04-19","2012-04-19","2012-04-19","USD","109053.09"
"Net position","2012-04-20","2012-04-20","2012-04-20","USD","109025.36"
"Net position","2012-04-21","2012-04-21","2012-04-21","USD","109025.36"
"Net position","2012-04-22","2012-04-22","2012-04-22","USD","108945.25"
"Net position","2012-04-23","2012-04-23","2012-04-23","USD","108945.25"
"Net position","2012-04-24","2012-04-24","2012-04-24","USD","108803.58"
"Net position","2012-04-25","2012-04-25","2012-04-25","USD","108784.99"
"Net position","2012-04-26","2012-04-26","2012-04-26","USD","108884.21"
"Net position","2012-04-27","2012-04-27","2012-04-27","USD","108884.21"
"Net position","2012-04-28","2012-04-28","2012-04-28","USD","108884.21"
"Net position","2012-04-29","2012-04-29","2012-04-29","USD","108884.21"
"Net position","2012-04-30","2012-04-30","2012-04-30","USD","108791.08"
"Net position","2012-05-01","2012-05-01","2012-05-01","USD","108791.08"
"Net position","2012-05-02","2012-05-02","2012-05-02","USD","108791.08"
"Net position","2012-05-03","2012-05-03","2012-05-03","USD","108753.15"
"Net position","2012-05-04","2012-05-04","2012-05-04","USD","106349.15"
"Net position","2012-05-05","2012-05-05","2012-05-05","USD","106322.42"
"Net position","2012-05-06","2012-05-06","2012-05-06","USD","106322.42"
"Net position","2012-05-07","2012-05-07","2012-05-07","USD","106306.58"
"Net position","2012-05-08","2012-05-08","2012-05-08","USD","106241.58"
"Net position","2012-05-09","2012-05-09","2012-05-09","USD","106241.58"
"Net position","2012-05-10","2012-05-10","2012-05-10","USD","106369.58"
"Net position","2012-05-11","2012-05-11","2012-05-11","USD","106369.58"
"Net position","2012-05-12","2012-05-12","2012-05-12","USD","106228.32"
"Net position","2012-05-13","2012-05-13","2012-05-13","USD","106228.32"
"Net position","2012-05-14","2012-05-14","2012-05-14","USD","106228.32"
"Net position","2012-05-15","2012-05-15","2012-05-15","USD","106211.04"
"Net position","2012-05-16","2012-05-16","2012-05-16","USD","106211.04"
"Net position","2012-05-17","2012-05-17","2012-05-17","USD","106211.04"
"Net position","2012-05-18","2012-05-18","2012-05-18","USD","106211.04"
"Net position","2012-05-19","2012-05-19","2012-05-19","USD","106181.96"
"Net position","2012-05-20","2012-05-20","2012-05-20","USD","106181.96"
"Net position","2012-05-21","2012-05-21","2012-05-21","USD","106167.65"
"Net position","2012-05-22","2012-05-22","2012-05-22","USD","106167.65"
"Net position","2012-05-23","2012-05-23","2012-05-23","USD","105967.59"
"Net position","2012-05-24","2012-05-24","2012-05-24","USD","106122.81"
"Net position","2012-05-25","2012-05-25","2012-05-25","USD","106122.81"
"Net position","2012-05-26","2012-05-26","2012-05-26","USD","106038.05"
"Net position","2012-05-27","2012-05-27","2012-05-27","USD","106038.05"
"Net position","2012-05-28","2012-05-28","2012-05-28","USD","106038.05"
"Net position","2012-05-29","2012-05-29","2012-05-29","USD","105956.10"
"Net position","2012-05-30","2012-05-30","2012-05-30","USD","105932.44"
"Net position","2012-05-31","2012-05-31","2012-05-31","USD","105932.44"
"Net position","2012-06-01","2012-06-01","2012-06-01","USD","105932.44"
"Net position","2012-06-02","2012-06-02","2012-06-02","USD","105932.44"
"Net position","2012-06-03","2012-06-03","2012-06-03","USD","105932.44"
"Net position","2012-06-04","2012-06-04","2012-06-04","USD","105897.35"
"Net position","2012-06-05","2012-06-05","2012-06-05","USD","103497.35"
"Net position","2012-06-06","2012-06-06","2012-06-06","USD","103497.35"
"Net position","2012-06-07","2012-06-07","2012-06-07","USD","103652.57"
"Net position","2012-06-08","2012-06-08","2012-06-08","USD","103587.57"
"Net position","2012-06-09","2012-06-09","2012-06-09","USD","103553.46"
"Net position","2012-06-10","2012-06-10","2012-06-10","USD","103553.46"
"Net position","2012-06-11","2012-06-11","2012-06-11","USD","103516.24"
"Net position","2012-06-12","2012-06-12","2012-06-12","USD","103501.95"
"Net position","2012-06-13","2012-06-13","2012-06-13","USD","103501.95"
"Net position","2012-06-14","2012-06-14","2012-06-14","USD","103501.95"
"Net position","2012-06-15","2012-06-15","2012-06-15","USD","103501.95"
"Net position","2012-06-16","2012-06-16","2012-06-16","USD","103501.95"
"Net position","2012-06-17","2012-06-17","2012-06-17","USD","103393.04"
"Net position","2012-06-18","2012-06-18","2012-06-18","USD","103393.04"
"Net position","2012-06-19","2012-06-19","2012-06-19","USD","103273.04"
"Net position","2012-06-20","2012-06-20","2012-06-20","USD","103254.82"
"Net position","2012-06-21","2012-06-21","2012-06-21","USD","103378.34"
"Net position","2012-06-22","2012-06-22","2012-06-22","USD","103298.38"
"Net position","2012-06-23","2012-06-23","2012-06-23","USD","103298.38"
"Net position","2012-06-24","2012-06-24","2012-06-24","USD","103298.38"
"Net position","2012-06-25","2012-06-25","2012-06-25","USD","103275.96"
"Net position","2012-06-26","2012-06-26","2012-06-26","USD","103275.96"
"Net position","2012-06-27","2012-06-27","2012-06-27","USD","103275.96"
"Net position","2012-06-28","2012-06-28","2012-06-28","USD","103275.96"
"Net position","2012-06-29","2012-06-29","2012-06-29","USD","103240.79"
"Net position","2012-06-30","2012-06-30","2012-06-30","USD","103240.79"
"Net position","2012-07-01","2012-07-01","2012-07-01","USD","103201.11"
"Net position","2012-07-02","2012-07-02","2012-07-02","USD","103168.52"
"Net position","2012-07-03","2012-07-03","2012-07-03","USD","103168.52"
"Net position","2012-07-04","2012-07-04","2012-07-04","USD","103164.52"
"Net position","2012-07-05","2012-07-05","2012-07-05","USD","103319.74"
"Net position","2012-07-06","2012-07-06","2012-07-06","USD","100888.32"
"Net position","2012-07-07","2012-07-07","2012-07-07","USD","100758.31"
"Net position","2012-07-08","2012-07-08","2012-07-08","USD","100758.31"
"Net position","2012-07-09","2012-07-09","2012-07-09","USD","100693.31"
"Net position","2012-07-10","2012-07-10","2012-07-10","USD","100693.31"
"Net position","2012-07-11","2012-07-11","2012-07-11","USD","100649.00"
"Net position","2012-07-12","2012-07-12","2012-07-12","USD","100649.00"
"Net position","2012-07-13","2012-07-13","2012-07-13","USD","100649.00"
"Net position","2012-07-14","2012-07-14","2012-07-14","USD","100649.00"
"Net position","2012-07-15","2012-07-15","2012-07-15","USD","100606.67"
"Net position","2012-07-16","2012-07-16","2012-07-16","USD","100486.67"
"Net position","2012-07-17","2012-07-17","2012-07-17","USD","100462.37"
"Net position","2012-07-18","2012-07-18","2012-07-18","USD","100462.37"
"Net position","2012-07-19","2012-07-19","2012-07-19","USD","102617.59"
"Net position","2012-07-20","2012-07-20","2012-07-20","USD","102536.73"
"Net position","2012-07-21","2012-07-21","2012-07-21","USD","102536.73"
"Net position","2012-07-22","2012-07-22","2012-07-22","USD","102536.73"
"Net position","2012-07-23","2012-07-23","2012-07-23","USD","102456.60"
"Net position","2012-07-24","2012-07-24","2012-07-24","USD","102427.82"
"Net position","2012-07-25","2012-07-25","2012-07-25","USD","102427.82"
"Net position","2012-07-26","2012-07-26","2012-07-26","USD","102427.82"
"Net position","2012-07-27","2012-07-27","2012-07-27","USD","102427.82"
"Net position","2012-07-28","2012-07-28","2012-07-28","USD","102401.69"
"Net position","2012-07-29","2012-07-29","2012-07-29","USD","102401.69"
"Net position","2012-07-30","2012-07-30","2012-07-30","USD","102401.69"
"Net position","2012-07-31","2012-07-31","2012-07-31","USD","102401.69"
"Net position","2012-08-01","2012-08-01","2012-08-01","USD","102401.69"
"Net position","2012-08-02","2012-08-02","2012-08-02","USD","104907.64"
"Net position","2012-08-03","2012-08-03","2012-08-03","USD","104907.64"
"Net position","2012-08-04","2012-08-04","2012-08-04","USD","102394.33"
"Net position","2012-08-05","2012-08-05","2012-08-05","USD","102394.33"
"Net position","2012-08-06","2012-08-06","2012-08-06","USD","102394.33"
"Net position","2012-08-07","2012-08-07","2012-08-07","USD","102363.22"
"Net position","2012-08-08","2012-08-08","2012-08-08","USD","102363.22"
"Net position","2012-08-09","2012-08-09","2012-08-09","USD","102259.45"
"Net position","2012-08-10","2012-08-10","2012-08-10","USD","102259.45"
"Net position","2012-08-11","2012-08-11","2012-08-11","USD","102259.45"
"Net position","2012-08-12","2012-08-12","2012-08-12","USD","102259.45"
"Net position","2012-08-13","2012-08-13","2012-08-13","USD","102196.59"
"Net position","2012-08-14","2012-08-14","2012-08-14","USD","102196.59"
"Net position","2012-08-15","2012-08-15","2012-08-15","USD","102196.59"
"Net position","2012-08-16","2012-08-16","2012-08-16","USD","104631.81"
"Net position","2012-08-17","2012-08-17","2012-08-17","USD","104631.81"
"Net position","2012-08-18","2012-08-18","2012-08-18","USD","104598.82"
"Net position","2012-08-19","2012-08-19","2012-08-19","USD","104598.82"
"Net position","2012-08-20","2012-08-20","2012-08-20","USD","104598.82"
"Net position","2012-08-21","2012-08-21","2012-08-21","USD","104598.82"
"Net position","2012-08-22","2012-08-22","2012-08-22","USD","104498.78"
"Net position","2012-08-23","2012-08-23","2012-08-23","USD","104389.97"
"Net position","2012-08-24","2012-08-24","2012-08-24","USD","104389.97"
"Net position","2012-08-25","2012-08-25","2012-08-25","USD","104389.97"
"Net position","2012-08-26","2012-08-26","2012-08-26","USD","104389.97"
"Net position","2012-08-27","2012-08-27","2012-08-27","USD","104369.44"
"Net position","2012-08-28","2012-08-28","2012-08-28","USD","104369.44"
"Net position","2012-08-29","2012-08-29","2012-08-29","USD","104369.44"
"Net position","2012-08-30","2012-08-30","2012-08-30","USD","106858.78"
"Net position","2012-08-31","2012-08-31","2012-08-31","USD","106827.88"
"Net position","2012-09-01","2012-09-01","2012-09-01","USD","106801.01"
"Net position","2012-09-02","2012-09-02","2012-09-02","USD","106762.31"
"Net position","2012-09-03","2012-09-03","2012-09-03","USD","106762.31"
"Net position","2012-09-04","2012-09-04","2012-09-04","USD","106758.31"
"Net position","2012-09-05","2012-09-05","2012-09-05","USD","104358.31"
"Net position","2012-09-06","2012-09-06","2012-09-06","USD","104339.49"
"Net position","2012-09-07","2012-09-07","2012-09-07","USD","104339.49"
"Net position","2012-09-08","2012-09-08","2012-09-08","USD","104320.67"
"Net position","2012-09-09","2012-09-09","2012-09-09","USD","104255.67"
"Net position","2012-09-10","2012-09-10","2012-09-10","USD","104255.67"
"Net position","2012-09-11","2012-09-11","2012-09-11","USD","104232.40"
"Net position","2012-09-12","2012-09-12","2012-09-12","USD","104232.40"
"Net position","2012-09-13","2012-09-13","2012-09-13","USD","106708.53"
"Net position","2012-09-14","2012-09-14","2012-09-14","USD","106708.53"
"Net position","2012-09-15","2012-09-15","2012-09-15","USD","106708.53"
"Net position","2012-09-16","2012-09-16","2012-09-16","USD","106680.22"
"Net position","2012-09-17","2012-09-17","2012-09-17","USD","106560.22"
"Net position","2012-09-18","2012-09-18","2012-09-18","USD","106509.17"
"Net position","2012-09-19","2012-09-19","2012-09-19","USD","106509.17"
"Net position","2012-09-20","2012-09-20","2012-09-20","USD","106509.17"
"Net position","2012-09-21","2012-09-21","2012-09-21","USD","106509.17"
"Net position","2012-09-22","2012-09-22","2012-09-22","USD","106428.98"
"Net position","2012-09-23","2012-09-23","2012-09-23","USD","106383.30"
"Net position","2012-09-24","2012-09-24","2012-09-24","USD","106383.30"
"Net position","2012-09-25","2012-09-25","2012-09-25","USD","106305.73"
"Net position","2012-09-26","2012-09-26","2012-09-26","USD","106305.73"
"Net position","2012-09-27","2012-09-27","2012-09-27","USD","108773.22"
"Net position","2012-09-28","2012-09-28","2012-09-28","USD","108748.80"
"Net position","2012-09-29","2012-09-29","2012-09-29","USD","108748.80"
"Net position","2012-09-30","2012-09-30","2012-09-30","USD","108710.22"
"Net position","2012-10-01","2012-10-01","2012-10-01","USD","108710.22"
"Net position","2012-10-02","2012-10-02","2012-10-02","USD","108710.22"
"Net position","2012-10-03","2012-10-03","2012-10-03","USD","106310.22"
"Net position","2012-10-04","2012-10-04","2012-10-04","USD","106306.22"
"Net position","2012-10-05","2012-10-05","2012-10-05","USD","106280.41"
"Net position","2012-10-06","2012-10-06","2012-10-06","USD","106258.07"
"Net position","2012-10-07","2012-10-07","2012-10-07","USD","106258.07"
"Net position","2012-10-08","2012-10-08","2012-10-08","USD","106161.03"
"Net position","2012-10-09","2012-10-09","2012-10-09","USD","106161.03"
"Net position","2012-10-10","2012-10-10","2012-10-10","USD","106161.03"
"Net position","2012-10-11","2012-10-11","2012-10-11","USD","108716.25"
"Net position","2012-10-12","2012-10-12","2012-10-12","USD","108716.25"
"Net position","2012-10-13","2012-10-13","2012-10-13","USD","108690.19"
"Net position","2012-10-14","2012-10-14","2012-10-14","USD","108482.03"
"Net position","2012-10-15","2012-10-15","2012-10-15","USD","108453.33"
"Net position","2012-10-16","2012-10-16","2012-10-16","USD","108453.33"
"Net position","2012-10-17","2012-10-17","2012-10-17","USD","108453.33"
"Net position","2012-10-18","2012-10-18","2012-10-18","USD","108428.28"
"Net position","2012-10-19","2012-10-19","2012-10-19","USD","108428.28"
"Net position","2012-10-20","2012-10-20","2012-10-20","USD","108428.28"
"Net position","2012-10-21","2012-10-21","2012-10-21","USD","108413.82"
"Net position","2012-10-22","2012-10-22","2012-10-22","USD","108301.09"
"Net position","2012-10-23","2012-10-23","2012-10-23","USD","108301.09"
"Net position","2012-10-24","2012-10-24","2012-10-24","USD","108301.09"
"Net position","2012-10-25","2012-10-25","2012-10-25","USD","110631.18"
"Net position","2012-10-26","2012-10-26","2012-10-26","USD","110599.00"
"Net position","2012-10-27","2012-10-27","2012-10-27","USD","110561.41"
"Net position","2012-10-28","2012-10-28","2012-10-28","USD","110508.99"
"Net position","2012-10-29","2012-10-29","2012-10-29","USD","110508.99"
"Net position","2012-10-30","2012-10-30","2012-10-30","USD","110508.99"
"Net position","2012-10-31","2012-10-31","2012-10-31","USD","110470.31"
"Net position","2012-11-01","2012-11-01","2012-11-01","USD","110470.31"
"Net position","2012-11-02","2012-11-02","2012-11-02","USD","110315.34"
"Net position","2012-11-03","2012-11-03","2012-11-03","USD","110271.09"
"Net position","2012-11-04","2012-11-04","2012-11-04","USD","110168.32"
"Net position","2012-11-05","2012-11-05","2012-11-05","USD","107730.35"
"Net position","2012-11-06","2012-11-06","2012-11-06","USD","107650.53"
"Net position","2012-11-07","2012-11-07","2012-11-07","USD","107650.53"
"Net position","2012-11-08","2012-11-08","2012-11-08","USD","110137.62"
"Net position","2012-11-09","2012-11-09","2012-11-09","USD","110021.70"
"Net position","2012-11-10","2012-11-10","2012-11-10","USD","109862.36"
"Net position","2012-11-11","2012-11-11","2012-11-11","USD","109862.36"
"Net position","2012-11-12","2012-11-12","2012-11-12","USD","109813.32"
"Net position","2012-11-13","2012-11-13","2012-11-13","USD","109774.31"
"Net position","2012-11-14","2012-11-14","2012-11-14","USD","109738.15"
"Net position","2012-11-15","2012-11-15","2012-11-15","USD","109738.15"
"Net position","2012-11-16","2012-11-16","2012-11-16","USD","109738.15"
"Net position","2012-11-17","2012-11-17","2012-11-17","USD","109738.15"
"Net position","2012-11-18","2012-11-18","2012-11-18","USD","109706.98"
"Net position","2012-11-19","2012-11-19","2012-11-19","USD","109706.98"
"Net position","2012-11-20","2012-11-20","2012-11-20","USD","109633.78"
"Net position","2012-11-21","2012-11-21","2012-11-21","USD","109597.50"
"Net position","2012-11-22","2012-11-22","2012-11-22","USD","112072.86"
"Net position","2012-11-23","2012-11-23","2012-11-23","USD","112072.86"
"Net position","2012-11-24","2012-11-24","2012-11-24","USD","112056.43"
"Net position","2012-11-25","2012-11-25","2012-11-25","USD","112056.43"
"Net position","2012-11-26","2012-11-26","2012-11-26","USD","112056.43"
"Net position","2012-11-27","2012-11-27","2012-11-27","USD","112056.43"
"Net position","2012-11-28","2012-11-28","2012-11-28","USD","111965.30"
"Net position","2012-11-29","2012-11-29","2012-11-29","USD","111941.99"
"Net position","2012-11-30","2012-11-30","2012-11-30","USD","111941.99"
"Net position","2012-12-01","2012-12-01","2012-12-01","USD","111941.99"
"Net position","2012-12-02","2012-12-02","2012-12-02","USD","111941.99"
"Net position","2012-12-03","2012-12-03","2012-12-03","USD","109388.24"
"Net position","2012-12-04","2012-12-04","2012-12-04","USD","109384.24"
"Net position","2012-12-05","2012-12-05","2012-12-05","USD","109384.24"
"Net position","2012-12-06","2012-12-06","2012-12-06","USD","111951.16"
"Net position","2012-12-07","2012-12-07","2012-12-07","USD","111951.16"
"Net position","2012-12-08","2012-12-08","2012-12-08","USD","111951.16"
"Net position","2012-12-09","2012-12-09","2012-12-09","USD","111886.16"
"Net position","2012-12-10","2012-12-10","2012-12-10","USD","111886.16"
"Net position","2012-12-11","2012-12-11","2012-12-11","USD","111839.37"
"Net position","2012-12-12","2012-12-12","2012-12-12","USD","111839.37"
"Net position","2012-12-13","2012-12-13","2012-12-13","USD","111839.37"
"Net position","2012-12-14","2012-12-14","2012-12-14","USD","111698.26"
"Net position","2012-12-15","2012-12-15","2012-12-15","USD","111671.81"
"Net position","2012-12-16","2012-12-16","2012-12-16","USD","111671.81"
"Net position","2012-12-17","2012-12-17","2012-12-17","USD","111597.03"
"Net position","2012-12-18","2012-12-18","2012-12-18","USD","111597.03"
"Net position","2012-12-19","2012-12-19","2012-12-19","USD","111530.51"
"Net position","2012-12-20","2012-12-20","2012-12-20","USD","114336.00"
"Net position","2012-12-21","2012-12-21","2012-12-21","USD","114306.61"
"Net position","2012-12-22","2012-12-22","2012-12-22","USD","114279.51"
"Net position","2012-12-23","2012-12-23","2012-12-23","USD","114199.34"
"Net position","2012-12-24","2012-12-24","2012-12-24","USD","114161.54"
"Net position","2012-12-25","2012-12-25","2012-12-25","USD","114161.54"
"Net position","2012-12-26","2012-12-26","2012-12-26","USD","114161.54"
"Net position","2012-12-27","2012-12-27","2012-12-27","USD","114088.52"
"Net position","2012-12-28","2012-12-28","2012-12-28","USD","114061.15"
"Net position","2012-12-29","2012-12-29","2012-12-29","USD","114061.15"
"Net position","2012-12-30","2012-12-30","2012-12-30","USD","114011.66"
"Net position","2012-12-31","2012-12-31","2012-12-31","USD","114011.66"
"Net position","2013-01-01","2013-01-01","2013-01-01","USD","131511.66"
"Net position","2013-01-02","2013-01-02","2013-01-02","USD","131471.01"
"Net position","2013-01-03","2013-01-03","2013-01-03","USD","131626.23"
"Net position","2013-01-04","2013-01-04","2013-01-04","USD","129222.23"
"Net position","2013-01-05","2013-01-05","2013-01-05","USD","129222.23"
"Net position","2013-01-06","2013-01-06","2013-01-06","USD","129222.23"
"Net position","2013-01-07","2013-01-07","2013-01-07","USD","129205.16"
"Net position","2013-01-08","2013-01-08","2013-01-08","USD","129092.63"
"Net position","2013-01-09","2013-01-09","2013-01-09","USD","129092.63"
"Net position","2013-01-10","2013-01-10","2013-01-10","USD","129092.63"
"Net position","2013-01-11","2013-01-11","2013-01-11","USD","129092.63"
"Net position","2013-01-12","2013-01-12","2013-01-12","USD","128972.63"
"Net position","2013-01-13","2013-01-13","2013-01-13","USD","128930.07"
"Net position","2013-01-14","2013-01-14","2013-01-14","USD","128930.07"
"Net position","2013-01-15","2013-01-15","2013-01-15","USD","128930.07"
"Net position","2013-01-16","2013-01-16","2013-01-16","USD","128832.60"
"Net position","2013-01-17","2013-01-17","2013-01-17","USD","128952.93"
"Net position","2013-01-18","2013-01-18","2013-01-18","USD","128952.93"
"Net position","2013-01-19","2013-01-19","2013-01-19","USD","128952.93"
"Net position","2013-01-20","2013-01-20","2013-01-20","USD","128952.93"
"Net position","2013-01-21","2013-01-21","2013-01-21","USD","128872.95"
"Net position","2013-01-22","2013-01-22","2013-01-22","USD","128851.35"
"Net position","2013-01-23","2013-01-23","2013-01-23","USD","128823.78"
"Net position","2013-01-24","2013-01-24","2013-01-24","USD","128823.78"
"Net position","2013-01-25","2013-01-25","2013-01-25","USD","128823.78"
"Net position","2013-01-26","2013-01-26","2013-01-26","USD","128823.78"
"Net position","2013-01-27","2013-01-27","2013-01-27","USD","128802.61"
"Net position","2013-01-28","2013-01-28","2013-01-28","USD","128802.61"
"Net position","2013-01-29","2013-01-29","2013-01-29","USD","128802.61"
"Net position","2013-01-30","2013-01-30","2013-01-30","USD","128756.66"
"Net position","2013-01-31","2013-01-31","2013-01-31","USD","128911.88"
"Net position","2013-02-01","2013-02-01","2013-02-01","USD","128911.88"
