"account","period","start_date","end_date","commodity","value"
"Total expenses","2012-04-14","2012-04-14","2012-04-14","USD","0"
"Total expenses","2012-04-15","2012-04-15","2012-04-15","USD","0"
"Total expenses","2012-04-16","2012-04-16","2012-04-16","USD","25.71"
"Total expenses","2012-04-17","2012-04-17","2012-04-17","USD","0"
"Total expenses","2012-04-18","2012-04-18","2012-04-18","USD","0"
"Total expenses","2012-04-19","2012-04-19","2012-04-19","USD","0"
"Total expenses","2012-04-20","2012-04-20","2012-04-20","USD","27.73"
"Total expenses","2012-04-21","2012-04-21","2012-04-21","USD","0"
"Total expenses","2012-04-22","2012-04-22","2012-04-22","USD","80.11"
"Total expenses","2012-04-23","2012-04-23","2012-04-23","USD","0"
"Total expenses","2012-04-24","2012-04-24","2012-04-24","USD","141.67"
"Total expenses","2012-04-25","2012-04-25","2012-04-25","USD","18.59"
"Total expenses","2012-04-26","2012-04-26","2012-04-26","USD","152.90"
"Total expenses","2012-04-27","2012-04-27","2012-04-27","USD","0"
"Total expenses","2012-04-28","2012-04-28","2012-04-28","USD","0"
"Total expenses","2012-04-29","2012-04-29","2012-04-29","USD","0"
"Total expenses","2012-04-30","2012-04-30","2012-04-30","USD","93.13"
"Total expenses","2012-05-01","2012-05-01","2012-05-01","USD","0"
"Total expenses","2012-05-02","2012-05-02","2012-05-02","USD","0"
"Total expenses","2012-05-03","2012-05-03","2012-05-03","USD","37.93"
"Total expenses","2012-05-04","2012-05-04","2012-05-04","USD","2404.00"
"Total expenses","2012-05-05","2012-05-05","2012-05-05","USD","26.73"
"Total expenses","2012-05-06","2012-05-06","2012-05-06","USD","0"
"Total expenses","2012-05-07","2012-05-07","2012-05-07","USD","15.84"
"Total expenses","2012-05-08","2012-05-08","2012-05-08","USD","65.00"
"Total expenses","2012-05-09","2012-05-09","2012-05-09","USD","0"
"Total expenses","2012-05-10","2012-05-10","2012-05-10","USD","124.12"
"Total expenses","2012-05-11","2012-05-11","2012-05-11","USD","0"
"Total expenses","2012-05-12","2012-05-12","2012-05-12","USD","141.26"
"Total expenses","2012-05-13","2012-05-13","2012-05-13","USD","0"
"Total expenses","2012-05-14","2012-05-14","2012-05-14","USD","0"
"Total expenses","2012-05-15","2012-05-15","2012-05-15","USD","17.28"
"Total expenses","2012-05-16","2012-05-16","2012-05-16","USD","0"
"Total expenses","2012-05-17","2012-05-17","2012-05-17","USD","0"
"Total expenses","2012-05-18","2012-05-18","2012-05-18","USD","0"
"Total expenses","2012-05-19","2012-05-19","2012-05-19","USD","29.08"
"Total expenses","2012-05-20","2012-05-20","2012-05-20","USD","0"
"Total expenses","2012-05-21","2012-05-21","2012-05-21","USD","14.31"
"Total expenses","2012-05-22","2012-05-22","2012-05-22","USD","0"
"Total expenses","2012-05-23","2012-05-23","2012-05-23","USD","200.06"
"Total expenses","2012-05-24","2012-05-24","2012-05-24","USD","96.90"
"Total expenses","2012-05-25","2012-05-25","2012-05-25","USD","0"
"Total expenses","2012-05-26","2012-05-26","2012-05-26","USD","84.76"
"Total expenses","2012-05-27","2012-05-27","2012-05-27","USD","0"
"Total expenses","2012-05-28","2012-05-28","2012-05-28","USD","0"
"Total expenses","2012-05-29","2012-05-29","2012-05-29","USD","81.95"
"Total expenses","2012-05-30","2012-05-30","2012-05-30","USD","23.66"
"Total expenses","2012-05-31","2012-05-31","2012-05-31","USD","0"
"Total expenses","2012-06-01","2012-06-01","2012-06-01","USD","0"
"Total expenses","2012-06-02","2012-06-02","2012-06-02","USD","0"
"Total expenses","2012-06-03","2012-06-03","2012-06-03","USD","0"
"Total expenses","2012-06-04","2012-06-04","2012-06-04","USD","35.09"
"Total expenses","2012-06-05","2012-06-05","2012-06-05","USD","2400.00"
"Total expenses","2012-06-06","2012-06-06","2012-06-06","USD","0"
"Total expenses","2012-06-07","2012-06-07","2012-06-07","USD","96.90"
"Total expenses","2012-06-08","2012-06-08","2012-06-08","USD","65.00"
"Total expenses","2012-06-09","2012-06-09","2012-06-09","USD","34.11"
"Total expenses","2012-06-10","2012-06-10","2012-06-10","USD","0"
"Total expenses","2012-06-11","2012-06-11","2012-06-11","USD","37.22"
"Total expenses","2012-06-12","2012-06-12","2012-06-12","USD","14.29"
"Total expenses","2012-06-13","2012-06-13","2012-06-13","USD","0"
"Total expenses","2012-06-14","2012-06-14","2012-06-14","USD","0"
"Total expenses","2012-06-15","2012-06-15","2012-06-15","USD","0"
"Total expenses","2012-06-16","2012-06-16","2012-06-16","USD","0"
"Total expenses","2012-06-17","2012-06-17","2012-06-17","USD","108.91"
"Total expenses","2012-06-18","2012-06-18","2012-06-18","USD","0"
"Total expenses","2012-06-19","2012-06-19","2012-06-19","USD","120.00"
"Total expenses","2012-06-20","2012-06-20","2012-06-20","USD","18.22"
"Total expenses","2012-06-21","2012-06-21","2012-06-21","USD","128.60"
"Total expenses","2012-06-22","2012-06-22","2012-06-22","USD","79.96"
"Total expenses","2012-06-23","2012-06-23","2012-06-23","USD","0"
"Total expenses","2012-06-24","2012-06-24","2012-06-24","USD","0"
"Total expenses","2012-06-25","2012-06-25","2012-06-25","USD","22.42"
"Total expenses","2012-06-26","2012-06-26","2012-06-26","USD","0"
"Total expenses","2012-06-27","2012-06-27","2012-06-27","USD","0"
"Total expenses","2012-06-28","2012-06-28","2012-06-28","USD","0"
"Total expenses","2012-06-29","2012-06-29","2012-06-29","USD","35.17"
"Total expenses","2012-06-30","2012-06-30","2012-06-30","USD","0"
"Total expenses","2012-07-01","2012-07-01","2012-07-01","USD","39.68"
"Total expenses","2012-07-02","2012-07-02","2012-07-02","USD","32.59"
"Total expenses","2012-07-03","2012-07-03","2012-07-03","USD","0"
"Total expenses","2012-07-04","2012-07-04","2012-07-04","USD","4.00"
"Total expenses","2012-07-05","2012-07-05","2012-07-05","USD","96.90"
"Total expenses","2012-07-06","2012-07-06","2012-07-06","USD","2431.42"
"Total expenses","2012-07-07","2012-07-07","2012-07-07","USD","130.01"
"Total expenses","2012-07-08","2012-07-08","2012-07-08","USD","0"
"Total expenses","2012-07-09","2012-07-09","2012-07-09","USD","65.00"
"Total expenses","2012-07-10","2012-07-10","2012-07-10","USD","0"
"Total expenses","2012-07-11","2012-07-11","2012-07-11","USD","44.31"
"Total expenses","2012-07-12","2012-07-12","2012-07-12","USD","0"
"Total expenses","2012-07-13","2012-07-13","2012-07-13","USD","0"
"Total expenses","2012-07-14","2012-07-14","2012-07-14","USD","0"
"Total expenses","2012-07-15","2012-07-15","2012-07-15","USD","42.33"
"Total expenses","2012-07-16","2012-07-16","2012-07-16","USD","120.00"
"Total expenses","2012-07-17","2012-07-17","2012-07-17","USD","24.30"
"Total expenses","2012-07-18","2012-07-18","2012-07-18","USD","0"
"Total expenses","2012-07-19","2012-07-19","2012-07-19","USD","96.90"
"Total expenses","2012-07-20","2012-07-20","2012-07-20","USD","80.86"
"Total expenses","2012-07-21","2012-07-21","2012-07-21","USD","0"
"Total expenses","2012-07-22","2012-07-22","2012-07-22","USD","0"
"Total expenses","2012-07-23","2012-07-23","2012-07-23","USD","80.13"
"Total expenses","2012-07-24","2012-07-24","2012-07-24","USD","28.78"
"Total expenses","2012-07-25","2012-07-25","2012-07-25","USD","0"
"Total expenses","2012-07-26","2012-07-26","2012-07-26","USD","0"
"Total expenses","2012-07-27","2012-07-27","2012-07-27","USD","0"
"Total expenses","2012-07-28","2012-07-28","2012-07-28","USD","26.13"
"Total expenses","2012-07-29","2012-07-29","2012-07-29","USD","0"
"Total expenses","2012-07-30","2012-07-30","2012-07-30","USD","0"
"Total expenses","2012-07-31","2012-07-31","2012-07-31","USD","0"
"Total expenses","2012-08-01","2012-08-01","2012-08-01","USD","0"
"Total expenses","2012-08-02","2012-08-02","2012-08-02","USD","146.17"
"Total expenses","2012-08-03","2012-08-03","2012-08-03","USD","0"
"Total expenses","2012-08-04","2012-08-04","2012-08-04","USD","2513.31"
"Total expenses","2012-08-05","2012-08-05","2012-08-05","USD","0"
"Total expenses","2012-08-06","2012-08-06","2012-08-06","USD","0"
"Total expenses","2012-08-07","2012-08-07","2012-08-07","USD","31.11"
"Total expenses","2012-08-08","2012-08-08","2012-08-08","USD","0"
"Total expenses","2012-08-09","2012-08-09","2012-08-09","USD","103.77"
"Total expenses","2012-08-10","2012-08-10","2012-08-10","USD","0"
"Total expenses","2012-08-11","2012-08-11","2012-08-11","USD","0"
"Total expenses","2012-08-12","2012-08-12","2012-08-12","USD","0"
"Total expenses","2012-08-13","2012-08-13","2012-08-13","USD","62.86"
"Total expenses","2012-08-14","2012-08-14","2012-08-14","USD","0"
"Total expenses","2012-08-15","2012-08-15","2012-08-15","USD","0"
"Total expenses","2012-08-16","2012-08-16","2012-08-16","USD","216.90"
"Total expenses","2012-08-17","2012-08-17","2012-08-17","USD","0"
"Total expenses","2012-08-18","2012-08-18","2012-08-18","USD","32.99"
"Total expenses","2012-08-19","2012-08-19","2012-08-19","USD","0"
"Total expenses","2012-08-20","2012-08-20","2012-08-20","USD","0"
"Total expenses","2012-08-21","2012-08-21","2012-08-21","USD","0"
"Total expenses","2012-08-22","2012-08-22","2012-08-22","USD","100.04"
"Total expenses","2012-08-23","2012-08-23","2012-08-23","USD","108.81"
"Total expenses","2012-08-24","2012-08-24","2012-08-24","USD","0"
"Total expenses","2012-08-25","2012-08-25","2012-08-25","USD","0"
"Total expenses","2012-08-26","2012-08-26","2012-08-26","USD","0"
"Total expenses","2012-08-27","2012-08-27","2012-08-27","USD","20.53"
"Total expenses","2012-08-28","2012-08-28","2012-08-28","USD","0"
"Total expenses","2012-08-29","2012-08-29","2012-08-29","USD","0"
"Total expenses","2012-08-30","2012-08-30","2012-08-30","USD","162.78"
"Total expenses","2012-08-31","2012-08-31","2012-08-31","USD","30.90"
"Total expenses","2012-09-01","2012-09-01","2012-09-01","USD","26.87"
"Total expenses","2012-09-02","2012-09-02","2012-09-02","USD","38.70"
"Total expenses","2012-09-03","2012-09-03","2012-09-03","USD","0"
"Total expenses","2012-09-04","2012-09-04","2012-09-04","USD","4.00"
"Total expenses","2012-09-05","2012-09-05","2012-09-05","USD","2400.00"
"Total expenses","2012-09-06","2012-09-06","2012-09-06","USD","18.82"
"Total expenses","2012-09-07","2012-09-07","2012-09-07","USD","0"
"Total expenses","2012-09-08","2012-09-08","2012-09-08","USD","18.82"
"Total expenses","2012-09-09","2012-09-09","2012-09-09","USD","65.00"
"Total expenses","2012-09-10","2012-09-10","2012-09-10","USD","0"
"Total expenses","2012-09-11","2012-09-11","2012-09-11","USD","23.27"
"Total expenses","2012-09-12","2012-09-12","2012-09-12","USD","0"
"Total expenses","2012-09-13","2012-09-13","2012-09-13","USD","175.99"
"Total expenses","2012-09-14","2012-09-14","2012-09-14","USD","0"
"Total expenses","2012-09-15","2012-09-15","2012-09-15","USD","0"
"Total expenses","2012-09-16","2012-09-16","2012-09-16","USD","28.31"
"Total expenses","2012-09-17","2012-09-17","2012-09-17","USD","120.00"
"Total expenses","2012-09-18","2012-09-18","2012-09-18","USD","51.05"
"Total expenses","2012-09-19","2012-09-19","2012-09-19","USD","0"
"Total expenses","2012-09-20","2012-09-20","2012-09-20","USD","0"
"Total expenses","2012-09-21","2012-09-21","2012-09-21","USD","0"
"Total expenses","2012-09-22","2012-09-22","2012-09-22","USD","80.19"
"Total expenses","2012-09-23","2012-09-23","2012-09-23","USD","45.68"
"Total expenses","2012-09-24","2012-09-24","2012-09-24","USD","0"
"Total expenses","2012-09-25","2012-09-25","2012-09-25","USD","77.57"
"Total expenses","2012-09-26","2012-09-26","2012-09-26","USD","0"
"Total expenses","2012-09-27","2012-09-27","2012-09-27","USD","184.63"
"Total expenses","2012-09-28","2012-09-28","2012-09-28","USD","24.42"
"Total expenses","2012-09-29","2012-09-29","2012-09-29","USD","0"
"Total expenses","2012-09-30","2012-09-30","2012-09-30","USD","38.58"
"Total expenses","2012-10-01","2012-10-01","2012-10-01","USD","0"
"Total expenses","2012-10-02","2012-10-02","2012-10-02","USD","0"
"Total expenses","2012-10-03","2012-10-03","2012-10-03","USD","2400.00"
"Total expenses","2012-10-04","2012-10-04","2012-10-04","USD","4.00"
"Total expenses","2012-10-05","2012-10-05","2012-10-05","USD","25.81"
"Total expenses","2012-10-06","2012-10-06","2012-10-06","USD","22.34"
"Total expenses","2012-10-07","2012-10-07","2012-10-07","USD","0"
"Total expenses","2012-10-08","2012-10-08","2012-10-08","USD","97.04"
"Total expenses","2012-10-09","2012-10-09","2012-10-09","USD","0"
"Total expenses","2012-10-10","2012-10-10","2012-10-10","USD","0"
"Total expenses","2012-10-11","2012-10-11","2012-10-11","USD","96.90"
"Total expenses","2012-10-12","2012-10-12","2012-10-12","USD","0"
"Total expenses","2012-10-13","2012-10-13","2012-10-13","USD","26.06"
"Total expenses","2012-10-14","2012-10-14","2012-10-14","USD","208.16"
"Total expenses","2012-10-15","2012-10-15","2012-10-15","USD","28.70"
"Total expenses","2012-10-16","2012-10-16","2012-10-16","USD","0"
"Total expenses","2012-10-17","2012-10-17","2012-10-17","USD","0"
"Total expenses","2012-10-18","2012-10-18","2012-10-18","USD","25.05"
"Total expenses","2012-10-19","2012-10-19","2012-10-19","USD","0"
"Total expenses","2012-10-20","2012-10-20","2012-10-20","USD","0"
"Total expenses","2012-10-21","2012-10-21","2012-10-21","USD","14.46"
"Total expenses","2012-10-22","2012-10-22","2012-10-22","USD","112.73"
"Total expenses","2012-10-23","2012-10-23","2012-10-23","USD","0"
"Total expenses","2012-10-24","2012-10-24","2012-10-24","USD","0"
"Total expenses","2012-10-25","2012-10-25","2012-10-25","USD","167.27"
"Total expenses","2012-10-26","2012-10-26","2012-10-26","USD","32.18"
"Total expenses","2012-10-27","2012-10-27","2012-10-27","USD","37.59"
"Total expenses","2012-10-28","2012-10-28","2012-10-28","USD","52.42"
"Total expenses","2012-10-29","2012-10-29","2012-10-29","USD","0"
"Total expenses","2012-10-30","2012-10-30","2012-10-30","USD","0"
"Total expenses","2012-10-31","2012-10-31","2012-10-31","USD","38.68"
"Total expenses","2012-11-01","2012-11-01","2012-11-01","USD","0"
"Total expenses","2012-11-02","2012-11-02","2012-11-02","USD","154.97"
"Total expenses","2012-11-03","2012-11-03","2012-11-03","USD","44.25"
"Total expenses","2012-11-04","2012-11-04","2012-11-04","USD","102.77"
"Total expenses","2012-11-05","2012-11-05","2012-11-05","USD","2437.97"
"Total expenses","2012-11-06","2012-11-06","2012-11-06","USD","79.82"
"Total expenses","2012-11-07","2012-11-07","2012-11-07","USD","0"
"Total expenses","2012-11-08","2012-11-08","2012-11-08","USD","165.03"
"Total expenses","2012-11-09","2012-11-09","2012-11-09","USD","115.92"
"Total expenses","2012-11-10","2012-11-10","2012-11-10","USD","159.34"
"Total expenses","2012-11-11","2012-11-11","2012-11-11","USD","0"
"Total expenses","2012-11-12","2012-11-12","2012-11-12","USD","49.04"
"Total expenses","2012-11-13","2012-11-13","2012-11-13","USD","39.01"
"Total expenses","2012-11-14","2012-11-14","2012-11-14","USD","36.16"
"Total expenses","2012-11-15","2012-11-15","2012-11-15","USD","0"
"Total expenses","2012-11-16","2012-11-16","2012-11-16","USD","0"
"Total expenses","2012-11-17","2012-11-17","2012-11-17","USD","0"
"Total expenses","2012-11-18","2012-11-18","2012-11-18","USD","31.17"
"Total expenses","2012-11-19","2012-11-19","2012-11-19","USD","0"
"Total expenses","2012-11-20","2012-11-20","2012-11-20","USD","73.20"
"Total expenses","2012-11-21","2012-11-21","2012-11-21","USD","36.28"
"Total expenses","2012-11-22","2012-11-22","2012-11-22","USD","176.76"
"Total expenses","2012-11-23","2012-11-23","2012-11-23","USD","0"
"Total expenses","2012-11-24","2012-11-24","2012-11-24","USD","16.43"
"Total expenses","2012-11-25","2012-11-25","2012-11-25","USD","0"
"Total expenses","2012-11-26","2012-11-26","2012-11-26","USD","0"
"Total expenses","2012-11-27","2012-11-27","2012-11-27","USD","0"
"Total expenses","2012-11-28","2012-11-28","2012-11-28","USD","91.13"
"Total expenses","2012-11-29","2012-11-29","2012-11-29","USD","23.31"
"Total expenses","2012-11-30","2012-11-30","2012-11-30","USD","0"
"Total expenses","2012-12-01","2012-12-01","2012-12-01","USD","0"
"Total expenses","2012-12-02","2012-12-02","2012-12-02","USD","0"
"Total expenses","2012-12-03","2012-12-03","2012-12-03","USD","2553.75"
"Total expenses","2012-12-04","2012-12-04","2012-12-04","USD","4.00"
"Total expenses","2012-12-05","2012-12-05","2012-12-05","USD","0"
"Total expenses","2012-12-06","2012-12-06","2012-12-06","USD","123.66"
"Total expenses","2012-12-07","2012-12-07","2012-12-07","USD","0"
"Total expenses","2012-12-08","2012-12-08","2012-12-08","USD","0"
"Total expenses","2012-12-09","2012-12-09","2012-12-09","USD","65.00"
"Total expenses","2012-12-10","2012-12-10","2012-12-10","USD","0"
"Total expenses","2012-12-11","2012-12-11","2012-12-11","USD","46.79"
"Total expenses","2012-12-12","2012-12-12","2012-12-12","USD","0"
"Total expenses","2012-12-13","2012-12-13","2012-12-13","USD","0"
"Total expenses","2012-12-14","2012-12-14","2012-12-14","USD","141.11"
"Total expenses","2012-12-15","2012-12-15","2012-12-15","USD","26.45"
"Total expenses","2012-12-16","2012-12-16","2012-12-16","USD","0"
"Total expenses","2012-12-17","2012-12-17","2012-12-17","USD","74.78"
"Total expenses","2012-12-18","2012-12-18","2012-12-18","USD","0"
"Total expenses","2012-12-19","2012-12-19","2012-12-19","USD","66.52"
"Total expenses","2012-12-20","2012-12-20","2012-12-20","USD","128.17"
"Total expenses","2012-12-21","2012-12-21","2012-12-21","USD","29.39"
"Total expenses","2012-12-22","2012-12-22","2012-12-22","USD","27.10"
"Total expenses","2012-12-23","2012-12-23","2012-12-23","USD","80.17"
"Total expenses","2012-12-24","2012-12-24","2012-12-24","USD","37.80"
"Total expenses","2012-12-25","2012-12-25","2012-12-25","USD","0"
"Total expenses","2012-12-26","2012-12-26","2012-12-26","USD","0"
"Total expenses","2012-12-27","2012-12-27","2012-12-27","USD","73.02"
"Total expenses","2012-12-28","2012-12-28","2012-12-28","USD","27.37"
"Total expenses","2012-12-29","2012-12-29","2012-12-29","USD","0"
"Total expenses","2012-12-30","2012-12-30","2012-12-30","USD","49.49"
"Total expenses","2012-12-31","2012-12-31","2012-12-31","USD","0"
"Total expenses","2013-01-01","2013-01-01","2013-01-01","USD","0"
"Total expenses","2013-01-02","2013-01-02","2013-01-02","USD","40.65"
"Total expenses","2013-01-03","2013-01-03","2013-01-03","USD","96.90"
"Total expenses","2013-01-04","2013-01-04","2013-01-04","USD","2404.00"
"Total expenses","2013-01-05","2013-01-05","2013-01-05","USD","0"
"Total expenses","2013-01-06","2013-01-06","2013-01-06","USD","0"
"Total expenses","2013-01-07","2013-01-07","2013-01-07","USD","17.07"
"Total expenses","2013-01-08","2013-01-08","2013-01-08","USD","112.53"
"Total expenses","2013-01-09","2013-01-09","2013-01-09","USD","0"
"Total expenses","2013-01-10","2013-01-10","2013-01-10","USD","0"
"Total expenses","2013-01-11","2013-01-11","2013-01-11","USD","0"
"Total expenses","2013-01-12","2013-01-12","2013-01-12","USD","120.00"
"Total expenses","2013-01-13","2013-01-13","2013-01-13","USD","42.56"
"Total expenses","2013-01-14","2013-01-14","2013-01-14","USD","0"
"Total expenses","2013-01-15","2013-01-15","2013-01-15","USD","0"
"Total expenses","2013-01-16","2013-01-16","2013-01-16","USD","97.47"
"Total expenses","2013-01-17","2013-01-17","2013-01-17","USD","131.79"
"Total expenses","2013-01-18","2013-01-18","2013-01-18","USD","0"
"Total expenses","2013-01-19","2013-01-19","2013-01-19","USD","0"
"Total expenses","2013-01-20","2013-01-20","2013-01-20","USD","0"
"Total expenses","2013-01-21","2013-01-21","2013-01-21","USD","79.98"
"Total expenses","2013-01-22","2013-01-22","2013-01-22","USD","21.60"
"Total expenses","2013-01-23","2013-01-23","2013-01-23","USD","27.57"
"Total expenses","2013-01-24","2013-01-24","2013-01-24","USD","0"
"Total expenses","2013-01-25","2013-01-25","2013-01-25","USD","0"
"Total expenses","2013-01-26","2013-01-26","2013-01-26","USD","0"
"Total expenses","2013-01-27","2013-01-27","2013-01-27","USD","21.17"
"Total expenses","2013-01-28","2013-01-28","2013-01-28","USD","0"
"Total expenses","2013-01-29","2013-01-29","2013-01-29","USD","0"
"Total expenses","2013-01-30","2013-01-30","2013-01-30","USD","45.95"
"Total expenses","2013-01-31","2013-01-31","2013-01-31","USD","96.90"
"Total expenses","2013-02-01","2013-02-01","2013-02-01","USD","0"
"Total expenses","2013-02-02","2013-02-02","2013-02-02","USD","88.24"
"Total expenses","2013-02-03","2013-02-03","2013-02-03","USD","0"
