"account","period","start_date","end_date","commodity","value"
"Liquid assets","2012-02-12","2012-02-12","2012-02-12","USD","14158.98"
"Liquid assets","2012-02-13","2012-02-13","2012-02-13","USD","14158.98"
"Liquid assets","2012-02-14","2012-02-14","2012-02-14","USD","14158.98"
"Liquid assets","2012-02-15","2012-02-15","2012-02-15","USD","14158.98"
"Liquid assets","2012-02-16","2012-02-16","2012-02-16","USD","14314.20"
"Liquid assets","2012-02-17","2012-02-17","2012-02-17","USD","14314.20"
"Liquid assets","2012-02-18","2012-02-18","2012-02-18","USD","14314.20"
"Liquid assets","2012-02-19","2012-02-19","2012-02-19","USD","14314.20"
"Liquid assets","2012-02-20","2012-02-20","2012-02-20","USD","14314.20"
"Liquid assets","2012-02-21","2012-02-21","2012-02-21","USD","14314.20"
"Liquid assets","2012-02-22","2012-02-22","2012-02-22","USD","14314.20"
"Liquid assets","2012-02-23","2012-02-23","2012-02-23","USD","14234.31"
"Liquid assets","2012-02-24","2012-02-24","2012-02-24","USD","14234.31"
"Liquid assets","2012-02-25","2012-02-25","2012-02-25","USD","14234.31"
"Liquid assets","2012-02-26","2012-02-26","2012-02-26","USD","14234.31"
"Liquid assets","2012-02-27","2012-02-27","2012-02-27","USD","14234.31"
"Liquid assets","2012-02-28","2012-02-28","2012-02-28","USD","13734.31"
"Liquid assets","2012-02-29","2012-02-29","2012-02-29","USD","13734.31"
"Liquid assets","2012-03-01","2012-03-01","2012-03-01","USD","13889.53"
"Liquid assets","2012-03-02","2012-03-02","2012-03-02","USD","13889.53"
"Liquid assets","2012-03-03","2012-03-03","2012-03-03","USD","13889.53"
"Liquid assets","2012-03-04","2012-03-04","2012-03-04","USD","11485.53"
"Liquid assets","2012-03-05","2012-03-05","2012-03-05","USD","11485.53"
"Liquid assets","2012-03-06","2012-03-06","2012-03-06","USD","11485.53"
"Liquid assets","2012-03-07","2012-03-07","2012-03-07","USD","11485.53"
"Liquid assets","2012-03-08","2012-03-08","2012-03-08","USD","11485.53"
"Liquid assets","2012-03-09","2012-03-09","2012-03-09","USD","10840.53"
"Liquid assets","2012-03-10","2012-03-10","2012-03-10","USD","10840.53"
"Liquid assets","2012-03-11","2012-03-11","2012-03-11","USD","10840.53"
"Liquid assets","2012-03-12","2012-03-12","2012-03-12","USD","10840.53"
"Liquid assets","2012-03-13","2012-03-13","2012-03-13","USD","10840.53"
"Liquid assets","2012-03-14","2012-03-14","2012-03-14","USD","10840.53"
"Liquid assets","2012-03-15","2012-03-15","2012-03-15","USD","10995.75"
"Liquid assets","2012-03-16","2012-03-16","2012-03-16","USD","10995.75"
"Liquid assets","2012-03-17","2012-03-17","2012-03-17","USD","10995.75"
"Liquid assets","2012-03-18","2012-03-18","2012-03-18","USD","10995.75"
"Liquid assets","2012-03-19","2012-03-19","2012-03-19","USD","10995.75"
"Liquid assets","2012-03-20","2012-03-20","2012-03-20","USD","10995.75"
"Liquid assets","2012-03-21","2012-03-21","2012-03-21","USD","10915.63"
"Liquid assets","2012-03-22","2012-03-22","2012-03-22","USD","10915.63"
"Liquid assets","2012-03-23","2012-03-23","2012-03-23","USD","10915.63"
"Liquid assets","2012-03-24","2012-03-24","2012-03-24","USD","10915.63"
"Liquid assets","2012-03-25","2012-03-25","2012-03-25","USD","10915.63"
"Liquid assets","2012-03-26","2012-03-26","2012-03-26","USD","10915.63"
"Liquid assets","2012-03-27","2012-03-27","2012-03-27","USD","10915.63"
"Liquid assets","2012-03-28","2012-03-28","2012-03-28","USD","10415.63"
"Liquid assets","2012-03-29","2012-03-29","2012-03-29","USD","10570.85"
"Liquid assets","2012-03-30","2012-03-30","2012-03-30","USD","10570.85"
"Liquid assets","2012-03-31","2012-03-31","2012-03-31","USD","10570.85"
"Liquid assets","2012-04-01","2012-04-01","2012-04-01","USD","10570.85"
"Liquid assets","2012-04-02","2012-04-02","2012-04-02","USD","10570.85"
"Liquid assets","2012-04-03","2012-04-03","2012-04-03","USD","8170.85"
"Liquid assets","2012-04-04","2012-04-04","2012-04-04","USD","8166.85"
"Liquid assets","2012-04-05","2012-04-05","2012-04-05","USD","8166.85"
"Liquid assets","2012-04-06","2012-04-06","2012-04-06","USD","8166.85"
"Liquid assets","2012-04-07","2012-04-07","2012-04-07","USD","7624.13"
"Liquid assets","2012-04-08","2012-04-08","2012-04-08","USD","7559.13"
"Liquid assets","2012-04-09","2012-04-09","2012-04-09","USD","7559.13"
"Liquid assets","2012-04-10","2012-04-10","2012-04-10","USD","7559.13"
"Liquid assets","2012-04-11","2012-04-11","2012-04-11","USD","7559.13"
"Liquid assets","2012-04-12","2012-04-12","2012-04-12","USD","7714.35"
"Liquid assets","2012-04-13","2012-04-13","2012-04-13","USD","7714.35"
"Liquid assets","2012-04-14","2012-04-14","2012-04-14","USD","7714.35"
"Liquid assets","2012-04-15","2012-04-15","2012-04-15","USD","7714.35"
"Liquid assets","2012-04-16","2012-04-16","2012-04-16","USD","7714.35"
"Liquid assets","2012-04-17","2012-04-17","2012-04-17","USD","7714.35"
"Liquid assets","2012-04-18","2012-04-18","2012-04-18","USD","7714.35"
"Liquid assets","2012-04-19","2012-04-19","2012-04-19","USD","7714.35"
"Liquid assets","2012-04-20","2012-04-20","2012-04-20","USD","7714.35"
"Liquid assets","2012-04-21","2012-04-21","2012-04-21","USD","7714.35"
"Liquid assets","2012-04-22","2012-04-22","2012-04-22","USD","7634.24"
"Liquid assets","2012-04-23","2012-04-23","2012-04-23","USD","7634.24"
"Liquid assets","2012-04-24","2012-04-24","2012-04-24","USD","7634.24"
"Liquid assets","2012-04-25","2012-04-25","2012-04-25","USD","7634.24"
"Liquid assets","2012-04-26","2012-04-26","2012-04-26","USD","7789.46"
"Liquid assets","2012-04-27","2012-04-27","2012-04-27","USD","7789.46"
"Liquid assets","2012-04-28","2012-04-28","2012-04-28","USD","7289.46"
"Liquid assets","2012-04-29","2012-04-29","2012-04-29","USD","7289.46"
"Liquid assets","2012-04-30","2012-04-30","2012-04-30","USD","7289.46"
"Liquid assets","2012-05-01","2012-05-01","2012-05-01","USD","7289.46"
"Liquid assets","2012-05-02","2012-05-02","2012-05-02","USD","7289.46"
"Liquid assets","2012-05-03","2012-05-03","2012-05-03","USD","7289.46"
"Liquid assets","2012-05-04","2012-05-04","2012-05-04","USD","4885.46"
"Liquid assets","2012-05-05","2012-05-05","2012-05-05","USD","4885.46"
"Liquid assets","2012-05-06","2012-05-06","2012-05-06","USD","4885.46"
"Liquid assets","2012-05-07","2012-05-07","2012-05-07","USD","4306.58"
"Liquid assets","2012-05-08","2012-05-08","2012-05-08","USD","4241.58"
"Liquid assets","2012-05-09","2012-05-09","2012-05-09","USD","4241.58"
"Liquid assets","2012-05-10","2012-05-10","2012-05-10","USD","4396.80"
"Liquid assets","2012-05-11","2012-05-11","2012-05-11","USD","4396.80"
"Liquid assets","2012-05-12","2012-05-12","2012-05-12","USD","4396.80"
"Liquid assets","2012-05-13","2012-05-13","2012-05-13","USD","4396.80"
"Liquid assets","2012-05-14","2012-05-14","2012-05-14","USD","4396.80"
"Liquid assets","2012-05-15","2012-05-15","2012-05-15","USD","4396.80"
"Liquid assets","2012-05-16","2012-05-16","2012-05-16","USD","4396.80"
"Liquid assets","2012-05-17","2012-05-17","2012-05-17","USD","4396.80"
"Liquid assets","2012-05-18","2012-05-18","2012-05-18","USD","4396.80"
"Liquid assets","2012-05-19","2012-05-19","2012-05-19","USD","4396.80"
"Liquid assets","2012-05-20","2012-05-20","2012-05-20","USD","4396.80"
"Liquid assets","2012-05-21","2012-05-21","2012-05-21","USD","4396.80"
"Liquid assets","2012-05-22","2012-05-22","2012-05-22","USD","4396.80"
"Liquid assets","2012-05-23","2012-05-23","2012-05-23","USD","4316.74"
"Liquid assets","2012-05-24","2012-05-24","2012-05-24","USD","4471.96"
"Liquid assets","2012-05-25","2012-05-25","2012-05-25","USD","4471.96"
"Liquid assets","2012-05-26","2012-05-26","2012-05-26","USD","4471.96"
"Liquid assets","2012-05-27","2012-05-27","2012-05-27","USD","4471.96"
"Liquid assets","2012-05-28","2012-05-28","2012-05-28","USD","3971.96"
"Liquid assets","2012-05-29","2012-05-29","2012-05-29","USD","3971.96"
"Liquid assets","2012-05-30","2012-05-30","2012-05-30","USD","3971.96"
"Liquid assets","2012-05-31","2012-05-31","2012-05-31","USD","3971.96"
"Liquid assets","2012-06-01","2012-06-01","2012-06-01","USD","3971.96"
"Liquid assets","2012-06-02","2012-06-02","2012-06-02","USD","3971.96"
"Liquid assets","2012-06-03","2012-06-03","2012-06-03","USD","3971.96"
"Liquid assets","2012-06-04","2012-06-04","2012-06-04","USD","3967.96"
"Liquid assets","2012-06-05","2012-06-05","2012-06-05","USD","1567.96"
"Liquid assets","2012-06-06","2012-06-06","2012-06-06","USD","1567.96"
"Liquid assets","2012-06-07","2012-06-07","2012-06-07","USD","1723.18"
"Liquid assets","2012-06-08","2012-06-08","2012-06-08","USD","1658.18"
"Liquid assets","2012-06-09","2012-06-09","2012-06-09","USD","1658.18"
"Liquid assets","2012-06-10","2012-06-10","2012-06-10","USD","1658.18"
"Liquid assets","2012-06-11","2012-06-11","2012-06-11","USD","1016.24"
"Liquid assets","2012-06-12","2012-06-12","2012-06-12","USD","1016.24"
"Liquid assets","2012-06-13","2012-06-13","2012-06-13","USD","1016.24"
"Liquid assets","2012-06-14","2012-06-14","2012-06-14","USD","1016.24"
"Liquid assets","2012-06-15","2012-06-15","2012-06-15","USD","1016.24"
"Liquid assets","2012-06-16","2012-06-16","2012-06-16","USD","1016.24"
"Liquid assets","2012-06-17","2012-06-17","2012-06-17","USD","1016.24"
"Liquid assets","2012-06-18","2012-06-18","2012-06-18","USD","1016.24"
"Liquid assets","2012-06-19","2012-06-19","2012-06-19","USD","1016.24"
"Liquid assets","2012-06-20","2012-06-20","2012-06-20","USD","1016.24"
"Liquid assets","2012-06-21","2012-06-21","2012-06-21","USD","1171.46"
"Liquid assets","2012-06-22","2012-06-22","2012-06-22","USD","1091.50"
"Liquid assets","2012-06-23","2012-06-23","2012-06-23","USD","1091.50"
"Liquid assets","2012-06-24","2012-06-24","2012-06-24","USD","1091.50"
"Liquid assets","2012-06-25","2012-06-25","2012-06-25","USD","1091.50"
"Liquid assets","2012-06-26","2012-06-26","2012-06-26","USD","1091.50"
"Liquid assets","2012-06-27","2012-06-27","2012-06-27","USD","1091.50"
"Liquid assets","2012-06-28","2012-06-28","2012-06-28","USD","591.50"
"Liquid assets","2012-06-29","2012-06-29","2012-06-29","USD","591.50"
"Liquid assets","2012-06-30","2012-06-30","2012-06-30","USD","591.50"
"Liquid assets","2012-07-01","2012-07-01","2012-07-01","USD","591.50"
"Liquid assets","2012-07-02","2012-07-02","2012-07-02","USD","591.50"
"Liquid assets","2012-07-03","2012-07-03","2012-07-03","USD","591.50"
"Liquid assets","2012-07-04","2012-07-04","2012-07-04","USD","587.50"
"Liquid assets","2012-07-05","2012-07-05","2012-07-05","USD","742.72"
"Liquid assets","2012-07-06","2012-07-06","2012-07-06","USD","-1657.28"
"Liquid assets","2012-07-07","2012-07-07","2012-07-07","USD","-1657.28"
"Liquid assets","2012-07-08","2012-07-08","2012-07-08","USD","-1657.28"
"Liquid assets","2012-07-09","2012-07-09","2012-07-09","USD","-1722.28"
"Liquid assets","2012-07-10","2012-07-10","2012-07-10","USD","-2351.00"
"Liquid assets","2012-07-11","2012-07-11","2012-07-11","USD","-2351.00"
"Liquid assets","2012-07-12","2012-07-12","2012-07-12","USD","-2351.00"
"Liquid assets","2012-07-13","2012-07-13","2012-07-13","USD","-2351.00"
"Liquid assets","2012-07-14","2012-07-14","2012-07-14","USD","-2351.00"
"Liquid assets","2012-07-15","2012-07-15","2012-07-15","USD","-2351.00"
"Liquid assets","2012-07-16","2012-07-16","2012-07-16","USD","-2351.00"
"Liquid assets","2012-07-17","2012-07-17","2012-07-17","USD","-2351.00"
"Liquid assets","2012-07-18","2012-07-18","2012-07-18","USD","-2351.00"
"Liquid assets","2012-07-19","2012-07-19","2012-07-19","USD","-195.78"
"Liquid assets","2012-07-20","2012-07-20","2012-07-20","USD","-195.78"
"Liquid assets","2012-07-21","2012-07-21","2012-07-21","USD","-195.78"
"Liquid assets","2012-07-22","2012-07-22","2012-07-22","USD","-195.78"
"Liquid assets","2012-07-23","2012-07-23","2012-07-23","USD","-275.91"
"Liquid assets","2012-07-24","2012-07-24","2012-07-24","USD","-275.91"
"Liquid assets","2012-07-25","2012-07-25","2012-07-25","USD","-275.91"
"Liquid assets","2012-07-26","2012-07-26","2012-07-26","USD","-275.91"
"Liquid assets","2012-07-27","2012-07-27","2012-07-27","USD","-275.91"
"Liquid assets","2012-07-28","2012-07-28","2012-07-28","USD","-775.91"
"Liquid assets","2012-07-29","2012-07-29","2012-07-29","USD","-775.91"
"Liquid assets","2012-07-30","2012-07-30","2012-07-30","USD","-775.91"
"Liquid assets","2012-07-31","2012-07-31","2012-07-31","USD","-775.91"
"Liquid assets","2012-08-01","2012-08-01","2012-08-01","USD","-775.91"
"Liquid assets","2012-08-02","2012-08-02","2012-08-02","USD","1779.31"
"Liquid assets","2012-08-03","2012-08-03","2012-08-03","USD","1779.31"
"Liquid assets","2012-08-04","2012-08-04","2012-08-04","USD","-624.69"
"Liquid assets","2012-08-05","2012-08-05","2012-08-05","USD","-624.69"
"Liquid assets","2012-08-06","2012-08-06","2012-08-06","USD","-624.69"
"Liquid assets","2012-08-07","2012-08-07","2012-08-07","USD","-624.69"
"Liquid assets","2012-08-08","2012-08-08","2012-08-08","USD","-624.69"
"Liquid assets","2012-08-09","2012-08-09","2012-08-09","USD","-689.69"
"Liquid assets","2012-08-10","2012-08-10","2012-08-10","USD","-689.69"
"Liquid assets","2012-08-11","2012-08-11","2012-08-11","USD","-1303.41"
"Liquid assets","2012-08-12","2012-08-12","2012-08-12","USD","-1303.41"
"Liquid assets","2012-08-13","2012-08-13","2012-08-13","USD","-1303.41"
"Liquid assets","2012-08-14","2012-08-14","2012-08-14","USD","-1303.41"
"Liquid assets","2012-08-15","2012-08-15","2012-08-15","USD","-1303.41"
"Liquid assets","2012-08-16","2012-08-16","2012-08-16","USD","1251.81"
"Liquid assets","2012-08-17","2012-08-17","2012-08-17","USD","1251.81"
"Liquid assets","2012-08-18","2012-08-18","2012-08-18","USD","1251.81"
"Liquid assets","2012-08-19","2012-08-19","2012-08-19","USD","1251.81"
"Liquid assets","2012-08-20","2012-08-20","2012-08-20","USD","1251.81"
"Liquid assets","2012-08-21","2012-08-21","2012-08-21","USD","1251.81"
"Liquid assets","2012-08-22","2012-08-22","2012-08-22","USD","1171.81"
"Liquid assets","2012-08-23","2012-08-23","2012-08-23","USD","1171.81"
"Liquid assets","2012-08-24","2012-08-24","2012-08-24","USD","1171.81"
"Liquid assets","2012-08-25","2012-08-25","2012-08-25","USD","1171.81"
"Liquid assets","2012-08-26","2012-08-26","2012-08-26","USD","1171.81"
"Liquid assets","2012-08-27","2012-08-27","2012-08-27","USD","1171.81"
"Liquid assets","2012-08-28","2012-08-28","2012-08-28","USD","671.81"
"Liquid assets","2012-08-29","2012-08-29","2012-08-29","USD","671.81"
"Liquid assets","2012-08-30","2012-08-30","2012-08-30","USD","3227.03"
"Liquid assets","2012-08-31","2012-08-31","2012-08-31","USD","3227.03"
"Liquid assets","2012-09-01","2012-09-01","2012-09-01","USD","3227.03"
"Liquid assets","2012-09-02","2012-09-02","2012-09-02","USD","3227.03"
"Liquid assets","2012-09-03","2012-09-03","2012-09-03","USD","3227.03"
"Liquid assets","2012-09-04","2012-09-04","2012-09-04","USD","3223.03"
"Liquid assets","2012-09-05","2012-09-05","2012-09-05","USD","823.03"
"Liquid assets","2012-09-06","2012-09-06","2012-09-06","USD","823.03"
"Liquid assets","2012-09-07","2012-09-07","2012-09-07","USD","823.03"
"Liquid assets","2012-09-08","2012-09-08","2012-09-08","USD","823.03"
"Liquid assets","2012-09-09","2012-09-09","2012-09-09","USD","232.40"
"Liquid assets","2012-09-10","2012-09-10","2012-09-10","USD","232.40"
"Liquid assets","2012-09-11","2012-09-11","2012-09-11","USD","232.40"
"Liquid assets","2012-09-12","2012-09-12","2012-09-12","USD","232.40"
"Liquid assets","2012-09-13","2012-09-13","2012-09-13","USD","2787.62"
"Liquid assets","2012-09-14","2012-09-14","2012-09-14","USD","2787.62"
"Liquid assets","2012-09-15","2012-09-15","2012-09-15","USD","2787.62"
"Liquid assets","2012-09-16","2012-09-16","2012-09-16","USD","2787.62"
"Liquid assets","2012-09-17","2012-09-17","2012-09-17","USD","2787.62"
"Liquid assets","2012-09-18","2012-09-18","2012-09-18","USD","2778.67"
"Liquid assets","2012-09-19","2012-09-19","2012-09-19","USD","2778.67"
"Liquid assets","2012-09-20","2012-09-20","2012-09-20","USD","2778.67"
"Liquid assets","2012-09-21","2012-09-21","2012-09-21","USD","2778.67"
"Liquid assets","2012-09-22","2012-09-22","2012-09-22","USD","2698.48"
"Liquid assets","2012-09-23","2012-09-23","2012-09-23","USD","2698.48"
"Liquid assets","2012-09-24","2012-09-24","2012-09-24","USD","2698.48"
"Liquid assets","2012-09-25","2012-09-25","2012-09-25","USD","2698.48"
"Liquid assets","2012-09-26","2012-09-26","2012-09-26","USD","2698.48"
"Liquid assets","2012-09-27","2012-09-27","2012-09-27","USD","5253.70"
"Liquid assets","2012-09-28","2012-09-28","2012-09-28","USD","4753.70"
"Liquid assets","2012-09-29","2012-09-29","2012-09-29","USD","4753.70"
"Liquid assets","2012-09-30","2012-09-30","2012-09-30","USD","4753.70"
"Liquid assets","2012-10-01","2012-10-01","2012-10-01","USD","4753.70"
"Liquid assets","2012-10-02","2012-10-02","2012-10-02","USD","4753.70"
"Liquid assets","2012-10-03","2012-10-03","2012-10-03","USD","2353.70"
"Liquid assets","2012-10-04","2012-10-04","2012-10-04","USD","2349.70"
"Liquid assets","2012-10-05","2012-10-05","2012-10-05","USD","2349.70"
"Liquid assets","2012-10-06","2012-10-06","2012-10-06","USD","2349.70"
"Liquid assets","2012-10-07","2012-10-07","2012-10-07","USD","2349.70"
"Liquid assets","2012-10-08","2012-10-08","2012-10-08","USD","1661.03"
"Liquid assets","2012-10-09","2012-10-09","2012-10-09","USD","1661.03"
"Liquid assets","2012-10-10","2012-10-10","2012-10-10","USD","1661.03"
"Liquid assets","2012-10-11","2012-10-11","2012-10-11","USD","4216.25"
"Liquid assets","2012-10-12","2012-10-12","2012-10-12","USD","4216.25"
"Liquid assets","2012-10-13","2012-10-13","2012-10-13","USD","4216.25"
"Liquid assets","2012-10-14","2012-10-14","2012-10-14","USD","4216.25"
"Liquid assets","2012-10-15","2012-10-15","2012-10-15","USD","4216.25"
"Liquid assets","2012-10-16","2012-10-16","2012-10-16","USD","4216.25"
"Liquid assets","2012-10-17","2012-10-17","2012-10-17","USD","4216.25"
"Liquid assets","2012-10-18","2012-10-18","2012-10-18","USD","4216.25"
"Liquid assets","2012-10-19","2012-10-19","2012-10-19","USD","4216.25"
"Liquid assets","2012-10-20","2012-10-20","2012-10-20","USD","4216.25"
"Liquid assets","2012-10-21","2012-10-21","2012-10-21","USD","4216.25"
"Liquid assets","2012-10-22","2012-10-22","2012-10-22","USD","4136.32"
"Liquid assets","2012-10-23","2012-10-23","2012-10-23","USD","4136.32"
"Liquid assets","2012-10-24","2012-10-24","2012-10-24","USD","4136.32"
"Liquid assets","2012-10-25","2012-10-25","2012-10-25","USD","6509.93"
"Liquid assets","2012-10-26","2012-10-26","2012-10-26","USD","6509.93"
"Liquid assets","2012-10-27","2012-10-27","2012-10-27","USD","6509.93"
"Liquid assets","2012-10-28","2012-10-28","2012-10-28","USD","6009.93"
"Liquid assets","2012-10-29","2012-10-29","2012-10-29","USD","6009.93"
"Liquid assets","2012-10-30","2012-10-30","2012-10-30","USD","6009.93"
"Liquid assets","2012-10-31","2012-10-31","2012-10-31","USD","6009.93"
"Liquid assets","2012-11-01","2012-11-01","2012-11-01","USD","6009.93"
"Liquid assets","2012-11-02","2012-11-02","2012-11-02","USD","6009.93"
"Liquid assets","2012-11-03","2012-11-03","2012-11-03","USD","6009.93"
"Liquid assets","2012-11-04","2012-11-04","2012-11-04","USD","6005.93"
"Liquid assets","2012-11-05","2012-11-05","2012-11-05","USD","3605.93"
"Liquid assets","2012-11-06","2012-11-06","2012-11-06","USD","3605.93"
"Liquid assets","2012-11-07","2012-11-07","2012-11-07","USD","3605.93"
"Liquid assets","2012-11-08","2012-11-08","2012-11-08","USD","5585.37"
"Liquid assets","2012-11-09","2012-11-09","2012-11-09","USD","5520.37"
"Liquid assets","2012-11-10","2012-11-10","2012-11-10","USD","5520.37"
"Liquid assets","2012-11-11","2012-11-11","2012-11-11","USD","5520.37"
"Liquid assets","2012-11-12","2012-11-12","2012-11-12","USD","5520.37"
"Liquid assets","2012-11-13","2012-11-13","2012-11-13","USD","5520.37"
"Liquid assets","2012-11-14","2012-11-14","2012-11-14","USD","5520.37"
"Liquid assets","2012-11-15","2012-11-15","2012-11-15","USD","5520.37"
"Liquid assets","2012-11-16","2012-11-16","2012-11-16","USD","5520.37"
"Liquid assets","2012-11-17","2012-11-17","2012-11-17","USD","5520.37"
"Liquid assets","2012-11-18","2012-11-18","2012-11-18","USD","5520.37"
"Liquid assets","2012-11-19","2012-11-19","2012-11-19","USD","5520.37"
"Liquid assets","2012-11-20","2012-11-20","2012-11-20","USD","5520.37"
"Liquid assets","2012-11-21","2012-11-21","2012-11-21","USD","5520.37"
"Liquid assets","2012-11-22","2012-11-22","2012-11-22","USD","7995.73"
"Liquid assets","2012-11-23","2012-11-23","2012-11-23","USD","7995.73"
"Liquid assets","2012-11-24","2012-11-24","2012-11-24","USD","7995.73"
"Liquid assets","2012-11-25","2012-11-25","2012-11-25","USD","7995.73"
"Liquid assets","2012-11-26","2012-11-26","2012-11-26","USD","7995.73"
"Liquid assets","2012-11-27","2012-11-27","2012-11-27","USD","7995.73"
"Liquid assets","2012-11-28","2012-11-28","2012-11-28","USD","7495.73"
"Liquid assets","2012-11-29","2012-11-29","2012-11-29","USD","7495.73"
"Liquid assets","2012-11-30","2012-11-30","2012-11-30","USD","7495.73"
"Liquid assets","2012-12-01","2012-12-01","2012-12-01","USD","7495.73"
"Liquid assets","2012-12-02","2012-12-02","2012-12-02","USD","7495.73"
"Liquid assets","2012-12-03","2012-12-03","2012-12-03","USD","5095.73"
"Liquid assets","2012-12-04","2012-12-04","2012-12-04","USD","5091.73"
"Liquid assets","2012-12-05","2012-12-05","2012-12-05","USD","5091.73"
"Liquid assets","2012-12-06","2012-12-06","2012-12-06","USD","7685.41"
"Liquid assets","2012-12-07","2012-12-07","2012-12-07","USD","7186.59"
"Liquid assets","2012-12-08","2012-12-08","2012-12-08","USD","7186.59"
"Liquid assets","2012-12-09","2012-12-09","2012-12-09","USD","7121.59"
"Liquid assets","2012-12-10","2012-12-10","2012-12-10","USD","7121.59"
"Liquid assets","2012-12-11","2012-12-11","2012-12-11","USD","7121.59"
"Liquid assets","2012-12-12","2012-12-12","2012-12-12","USD","7121.59"
"Liquid assets","2012-12-13","2012-12-13","2012-12-13","USD","7121.59"
"Liquid assets","2012-12-14","2012-12-14","2012-12-14","USD","7121.59"
"Liquid assets","2012-12-15","2012-12-15","2012-12-15","USD","7121.59"
"Liquid assets","2012-12-16","2012-12-16","2012-12-16","USD","7121.59"
"Liquid assets","2012-12-17","2012-12-17","2012-12-17","USD","7121.59"
"Liquid assets","2012-12-18","2012-12-18","2012-12-18","USD","7121.59"
"Liquid assets","2012-12-19","2012-12-19","2012-12-19","USD","7121.59"
"Liquid assets","2012-12-20","2012-12-20","2012-12-20","USD","9958.35"
"Liquid assets","2012-12-21","2012-12-21","2012-12-21","USD","9958.35"
"Liquid assets","2012-12-22","2012-12-22","2012-12-22","USD","9958.35"
"Liquid assets","2012-12-23","2012-12-23","2012-12-23","USD","9878.18"
"Liquid assets","2012-12-24","2012-12-24","2012-12-24","USD","9878.18"
"Liquid assets","2012-12-25","2012-12-25","2012-12-25","USD","9878.18"
"Liquid assets","2012-12-26","2012-12-26","2012-12-26","USD","9878.18"
"Liquid assets","2012-12-27","2012-12-27","2012-12-27","USD","9878.18"
"Liquid assets","2012-12-28","2012-12-28","2012-12-28","USD","9378.18"
"Liquid assets","2012-12-29","2012-12-29","2012-12-29","USD","9378.18"
"Liquid assets","2012-12-30","2012-12-30","2012-12-30","USD","9378.18"
"Liquid assets","2012-12-31","2012-12-31","2012-12-31","USD","9378.18"
"Liquid assets","2013-01-01","2013-01-01","2013-01-01","USD","26878.18"
